regime,regime_label,strategy,regime_days,active_days,total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,hit_rate,average_active_return
0,Intermediate,Momentum,1079,1079,0.27664391153418944,0.05869912100493524,0.14606792127840257,0.46350788338437465,-0.20269848168522397,0.5245597775718258,0.00026866521040518976
1,Low-Volatility / Bull,Momentum,1240,1240,0.07394011778286402,0.014602548628877443,0.10639904775546982,0.18959272635541446,-0.30547045986257015,0.532258064516129,8.004954581579154e-05
2,High-Volatility / Stress,Mean Reversion,661,128,1.1230612104515276,0.332451369442182,0.18363372008951948,1.65393548450996,-0.11869826594188027,0.6171875,0.00622389054313931
