regime,strategy,active_days,total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,hit_rate
0,Mean Reversion,49,0.015957255457776487,0.002795700402142831,0.025417452083093595,0.12253417095605496,-0.05644524467655232,0.42857142857142855
1,Momentum,1828,1.9143098023761902,0.1582293096124876,0.0870482712989026,1.7314776241701166,-0.1994223011103341,0.5590809628008753
2,Mean Reversion,164,0.9437250570727598,0.2631207763288128,0.19211386368414313,1.3109045733558917,-0.17203905264860897,0.5670731707317073
