regime,regime_label,strategy,regime_days,active_days,total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,hit_rate,average_active_return
0,Intermediate,Momentum,1079,1079,0.27664391153418944,0.05869912100493524,0.14606792127840257,0.46350788338437465,-0.20269848168522397,0.5245597775718258,0.00026866521040518976
0,Intermediate,Mean Reversion,1079,38,-0.07325818827469743,-0.01761158666680851,0.03770030080636155,-0.45224330808626706,-0.09806746663290111,0.3684210526315789,-0.0019211190208819025
1,Low-Volatility / Bull,Momentum,1240,1240,0.07394011778286402,0.014602548628877443,0.10639904775546982,0.18959272635541446,-0.30547045986257015,0.532258064516129,8.004954581579154e-05
1,Low-Volatility / Bull,Mean Reversion,1240,3,-0.028734785575479926,-0.005907673874680053,0.019585746120653134,-0.2924815651139286,-0.041822261069466404,0.6666666666666666,-0.0093959026485753
2,High-Volatility / Stress,Momentum,661,661,0.09704187446641477,0.03594027219947882,0.28780823146935464,0.2665819764415248,-0.21740930704650285,0.49924357034795763,0.000304462250719208
2,High-Volatility / Stress,Mean Reversion,661,128,1.1230612104515276,0.332451369442182,0.18363372008951948,1.65393548450996,-0.11869826594188027,0.6171875,0.00622389054313931
