Date,Close,High,Low,Open,Volume,return,log_return,volatility_20d,annualized_volatility_20d,momentum_20d,momentum_60d,sma_20,sma_50,sma_200,distance_from_sma20,running_max,drawdown,regime,regime_label,signal,position,strategy_return,buy_hold_return,strategy_equity,buy_hold_equity
2010-11-01,89.72389221191406,90.64739899629016,89.2091510095686,90.1326577939447,174074800,0.0003369249023228,0.0003368681558737,0.0063223160852286,0.1003636564287514,0.0420217700979201,0.0602769724970395,89.01312370300293,85.88230194091797,84.48938346862793,0.0079849855767633,91.281494140625,-0.017063720783441,1.0,Low-Volatility / Bull,1.0,1.0,0.0003369249023228,0.0003369249023228,1.0021132479342576,1.007051498710004
2010-11-02,90.43547821044922,90.64742952245496,90.15539639087586,90.39762728677388,158345900,0.0079308418414851,0.0078995580112113,0.0049223462357225,0.0781398240400613,0.0295589252026362,0.0630110841905788,89.14294509887695,86.07791030883789,84.51221302032471,0.0144995558553577,91.281494140625,-0.0092682086127166,1.0,Low-Volatility / Bull,1.0,1.0,0.0079308418414851,0.0079308418414851,1.0100608496108812,1.0150382648725038
2010-11-03,90.79884338378906,90.85183122446404,89.66338470483258,90.59446336268314,226702800,0.0040179493770604,0.0040098989753283,0.0049396135117284,0.0784139335488468,0.0337847134634348,0.073075178376462,89.29131317138672,86.30472900390625,84.54122512817383,0.0168832796703166,91.281494140625,-0.005287498428678,1.0,Low-Volatility / Bull,1.0,1.0,0.0040179493770604,0.0040179493770604,1.0141192229723683,1.0191166372365408
2010-11-04,92.54742431640624,92.59284080107912,90.81395725676956,91.8055890070581,215039400,0.0192577445642812,0.0190746609854215,0.0062556725535385,0.0993057231606923,0.0549657516376247,0.1245610709049469,89.53240814208985,86.5603451538086,84.58715221405029,0.033675137716965,92.54742431640624,0.0,1.0,Low-Volatility / Bull,1.0,1.0,0.0192577445642812,0.0192577445642812,1.0336488719260974,1.0387425251176514
2010-11-05,92.8956298828125,93.0470220136534,92.4868641992546,92.60797674887938,180654100,0.0037624555083866,0.003755395176575,0.0062239964055358,0.0988028799000471,0.0530289677717863,0.1357543699341885,89.76631240844726,86.83361709594726,84.64411182403565,0.0348607109995393,92.8956298828125,0.0,1.0,Low-Volatility / Bull,1.0,1.0,0.0037624555083866,0.0037624555083866,1.0375379298180134,1.0426507476530757
2010-11-08,92.72149658203124,92.87289444377632,92.3051654565176,92.60794962953192,156107100,-0.0018745047641198,-0.0018762638467915,0.006295091950306,0.0999314866847655,0.0500638297045084,0.1369746007647818,89.98734626770019,87.07886108398438,84.69811111450196,0.0303837197976406,92.8956298828125,-0.0018745047641198,1.0,Low-Volatility / Bull,1.0,1.0,-0.0018745047641198,-0.0018745047641198,1.0355930600256147,1.040696293859287
2010-11-09,92.05538940429688,93.06972937687932,91.6844746445716,92.97132507028594,186621600,-0.0071839562807861,-0.0072098851505818,0.0066505408684589,0.1055740633320839,0.0393129546445703,0.129327915202813,90.1614501953125,87.33412414550781,84.7504962158203,0.0210060863582122,92.8956298828125,-0.0090449946846324,1.0,Low-Volatility / Bull,1.0,1.0,-0.0071839562807861,-0.0071839562807861,1.0281534047577052,1.0332199771826258
2010-11-10,92.4263153076172,92.47173757210864,91.33627913890638,92.0326922585461,221387400,0.004029377375085,0.0040212811752122,0.0065294300065174,0.1036514880014879,0.0354478763257739,0.1201178099858146,90.3196578979492,87.59680572509765,84.80279567718506,0.0233244617915653,92.8956298828125,-0.0050520630064875,1.0,Low-Volatility / Bull,1.0,1.0,0.004029377375085,0.004029377375085,1.0322962228249526,1.0373832103821714
2010-11-11,92.078125,92.21438026704357,91.35143216751482,91.63151404289356,158017600,-0.0037672204767476,-0.0037743343237146,0.0065234023777321,0.1035558023609203,0.0355866026241507,0.1138646657177775,90.4778652191162,87.80508773803712,84.85805591583252,0.0176867544012928,92.8956298828125,-0.0088002512480273,1.0,Low-Volatility / Bull,1.0,1.0,-0.0037672204767476,-0.0037672204767476,1.0284073353562573,1.0334751591097855
2010-11-12,90.9880599975586,91.85857921960992,90.57172873500522,91.45738486059456,239068800,-0.0118384795785253,-0.0119091123880588,0.0071965793590631,0.1142421556465309,0.0212403845437505,0.1201657576620276,90.57248649597167,87.97635894775391,84.91226913452148,0.0045882973700341,92.8956298828125,-0.0205345492318669,1.0,Low-Volatility / Bull,1.0,1.0,-0.0118384795785253,-0.0118384795785253,1.0162325561182366,1.021240384543751
2010-11-15,90.85933685302734,91.63145143042948,90.82149172291145,91.27567371096352,163940800,-0.0014147256742774,-0.0014157273434804,0.0071575504581644,0.1136225910521968,0.0147948658300591,0.1222225049189225,90.63871917724607,88.12367263793945,84.9596068572998,0.0024340334658727,92.8956298828125,-0.0219202241521364,1.0,Low-Volatility / Bull,1.0,1.0,-0.0014147256742774,-0.0014147256742774,1.0147948658300596,1.0197956095521281
2010-11-16,89.44384765625,90.45061640261164,89.01236791107192,90.2992242562349,299566200,-0.0155789074167139,-0.0157015338527661,0.007426130613697,0.1178861688439547,0.0122506184540596,0.1089675943705883,90.69284324645996,88.26150009155273,84.9949416732788,-0.0137717105948016,92.8956298828125,-0.0371576384262307,0.0,Intermediate / Bull,1.0,1.0,-0.0155789074167139,-0.0155789074167139,0.9989854705683365,1.0039083081669442
2010-11-17,89.48924255371094,89.86015726551008,89.21673213579027,89.48167121564681,172308900,0.0005075239790153,0.0005073952322802,0.0071087683458154,0.1128481990259747,0.0029692661077234,0.1262471426224471,90.70608978271484,88.38864028930664,85.03255577087403,-0.0134152759965603,92.8956298828125,-0.0366689728397203,0.0,Intermediate / Bull,0.0,1.0,0.0005075239790153,0.0005075239790153,0.9994924796493379,1.0044178157060717
2010-11-18,90.8063735961914,91.1318718344064,90.34462014720644,90.35219148537112,197723700,0.0147183170277693,0.0146110538082169,0.0078128850900636,0.1240257058213969,0.0154913504891598,0.1384007146703496,90.77535247802734,88.53444274902344,85.08940528869628,0.0003417350339847,92.8956298828125,-0.0224903613792886,0.0,Intermediate / Bull,1.0,0.0,0.0,0.0147183170277693,0.9994924796493379,1.0192011555459732
2010-11-19,91.05619049072266,91.09403563718313,90.26893867632386,90.76097178222808,156852900,0.0027510942749697,0.0027473169413961,0.0078217811233739,0.1241669259721619,0.0163922601382746,0.1492345620904409,90.84877967834473,88.67680847167969,85.14668308258057,0.0022830335543557,92.8956298828125,-0.0198011402087513,0.0,Intermediate / Bull,1.0,1.0,0.0027510942749697,0.0027510942749697,1.0022421776879764,1.0220050740100384
2010-11-22,90.98049926757812,91.01834441605396,89.90559425159066,90.6020131313792,181361000,-0.0008312583991996,-0.000831604086046,0.0078137303086232,0.12403912325007,0.0125525996840325,0.1307642802775395,90.90517387390136,88.7989875793457,85.20645576477051,0.000828615033301,92.8956298828125,-0.0206159387438387,0.0,Intermediate / Bull,1.0,1.0,-0.0008312583991996,-0.0008312583991996,1.0014090554597412,1.0211555237082428
2010-11-23,89.66339111328125,90.09486521111349,89.31518445320978,89.90562208442843,222309000,-0.0144768182731466,-0.014582629858456,0.0085161810597132,0.1351901832239979,-0.0022739341437769,0.1307965983231778,90.89495620727538,88.89587860107422,85.25467979431153,-0.0135493227059342,92.8956298828125,-0.0347943038182604,0.0,Intermediate / Bull,0.0,1.0,-0.0144768182731466,-0.0144768182731466,0.9869118385467671,1.0063724407628987
2010-11-24,90.9880599975586,91.01077401572536,90.21595086184377,90.23108776538176,140046100,0.0147737986242764,0.0146657291588555,0.009105504235999,0.1445453986217923,0.0153738288515135,0.147502759551821,90.96383895874024,89.01278778076171,85.31031085968017,0.0002662710709619,92.8956298828125,-0.0205345492318669,0.0,Intermediate / Bull,1.0,0.0,0.0,0.0147737986242764,0.9869118385467671,1.0212403845437512
2010-11-26,89.9283218383789,90.69285979067313,89.9283218383789,90.2008323595748,76007800,-0.0116470024661271,-0.0117153600920268,0.0095225519087023,0.1511658251827784,0.0033786213879758,0.1011987536840657,90.9789794921875,89.10895385742188,85.3564640045166,-0.0115483561111918,92.8956298828125,-0.0319423857524497,0.0,Intermediate / Bull,0.0,1.0,-0.0116470024661271,-0.0116470024661271,0.9754172739293628,1.0093459952664614
2010-11-29,90.20084381103516,90.44307477449053,89.12593849641283,89.70123920033498,223642300,0.0030304354299641,0.0030258529161904,0.0095429429104744,0.1514895223008143,0.0056544861920757,0.0943450593620018,91.00433807373048,89.20993469238282,85.40431545257569,-0.0088291863849867,92.8956298828125,-0.0290087496599873,0.0,Intermediate / Bull,0.0,0.0,0.0,0.0030304354299641,0.9754172739293628,1.0124047531316094
2010-11-30,89.69367218017578,90.2084137242256,89.17893063612597,89.30762035356992,233930700,-0.0056226927535386,-0.0056385595946392,0.0096351566301566,0.152953369719297,-0.0003368114221673,0.0742573796017427,91.00282707214356,89.27473297119141,85.44328777313233,-0.0143858705722398,92.8956298828125,-0.0344683351270235,0.0,Intermediate / Bull,0.0,0.0,-0.0,-0.0056226927535386,0.9754172739293628,1.0067123122625283
2010-12-01,91.6011962890625,91.7752966395462,90.98047939230544,90.9880449552038,221037200,0.021267097918066,0.0210441091993604,0.0106218780746432,0.1686170870517331,0.0128900526837552,0.1096117507821858,91.0611129760742,89.38116317749024,85.48985706329346,0.0059309983739181,92.8956298828125,-0.0139342786671765,0.0,Intermediate / Bull,1.0,0.0,0.0,0.021267097918066,0.9754172739293628,1.0281221615827383
2010-12-02,92.7745361328125,92.84266665240558,91.6920653623718,91.7450531997259,191213600,0.0128092196530635,0.0127278754993031,0.0109437003472302,0.1737258572494951,0.0217590078837521,0.1159875436707553,91.1598976135254,89.51953826904297,85.53986751556397,0.0177121581041306,92.8956298828125,-0.0013035462502677,0.0,Intermediate / Bull,1.0,1.0,0.0128092196530635,0.0128092196530635,0.9879116080445165,1.0412916041806342
2010-12-03,93.02432250976562,93.13029816635697,92.43388505868816,92.45659330292342,151288900,0.0026924023268144,0.0026887843043295,0.0100936427562213,0.1602316113341419,0.0051530142181908,0.1138469678646656,91.18374252319336,89.67683731079102,85.59026874542236,0.0201853963836162,93.02432250976562,0.0,0.0,Intermediate / Bull,0.0,1.0,0.0026924023268144,0.0026924023268144,0.9905714635567026,1.0440951801186225
2010-12-06,92.9259033203125,93.1378545995726,92.72908894303988,92.82749324405658,103050500,-0.0010579941546232,-0.0010585542255082,0.0100642560394509,0.1597651116676027,0.0003258865625668,0.1070791441739793,91.18525619506836,89.79704467773438,85.640103225708,0.0190891290749948,93.02432250976562,-0.0010579941546232,0.0,Intermediate / Bull,0.0,0.0,-0.0,-0.0010579941546232,0.9905714635567026,1.0429905335211866
2010-12-07,92.97887420654295,93.87210141734712,92.92588639637825,93.8191136071824,206581000,0.0005700335895351,0.000569871182104,0.0100543099657642,0.1596072226426227,0.0027758139589995,0.0955247183121825,91.19812507629396,89.92663818359375,85.6952400970459,0.0195261594332043,93.02432250976562,-0.0004885636572938,0.0,Intermediate / Bull,0.0,0.0,0.0,0.0005700335895351,0.9905714635567026,1.043585073158861
2010-12-08,93.31954956054688,93.39524563983082,92.66098731801182,93.09246132269504,138019200,0.0036640081621888,0.0036573120357393,0.0099275774433811,0.157595406219126,0.0137326034296367,0.1002219498757575,91.26133308410644,90.0569889831543,85.74831153869629,0.0225529959609902,93.31954956054688,0.0,0.0,Intermediate / Bull,1.0,0.0,0.0,0.0036640081621888,0.9905714635567026,1.0474087773848535
2010-12-09,93.68287658691406,93.87968519128349,93.22112310508555,93.84184004824594,123705100,0.0038933645530667,0.0038858050242766,0.0099252438571845,0.1575583616866908,0.0135952761409425,0.1003055517696491,91.32416114807128,90.19763397216796,85.8037593460083,0.025827945301555,93.68287658691406,0.0,0.0,Intermediate / Bull,1.0,1.0,0.0038933645530667,0.0038933645530667,0.9944281193801937,1.0514867215912946
2010-12-10,94.22792053222656,94.31875351794056,93.66019127055128,93.97054693047528,117571700,0.0058179676496892,0.0058011086344345,0.0099284777437511,0.1576096980444317,0.0233475163859664,0.1070007119392379,91.4316509246826,90.35432739257811,85.86167121887208,0.0305831687305677,94.22792053222656,0.0,0.0,Intermediate / Bull,1.0,1.0,0.0058179676496892,0.0058179676496892,1.000213670008689,1.0576042373215906
2010-12-13,94.2884521484375,94.77291387779414,94.2581725684478,94.65937267188194,133812700,0.0006423957556214,0.0006421895077917,0.0094462605186977,0.1499547369120131,0.0362728049259151,0.1072983761246846,91.59667053222655,90.50496459960938,85.91559440612792,0.0293873303534966,94.2884521484375,0.0,0.0,Intermediate / Bull,1.0,1.0,0.0006423957556214,0.0006423957556214,1.000856203025017,1.0582836377947733
2010-12-14,94.37173461914062,94.79564303144808,94.08408722616508,94.4322937887903,147249600,0.000883273283265,0.0008828834269681,0.0094187104007658,0.1495173923481829,0.0386575324866709,0.0915862599915793,91.77229042053224,90.67028762817382,85.96877738952637,0.0283249354102077,94.37173461914062,0.0,0.0,Intermediate / Bull,1.0,1.0,0.000883273283265,0.000883273283265,1.001740232569539,1.059218391458154
2010-12-15,93.94022369384766,94.56851183755654,93.78126026747036,94.1975971760095,160823100,-0.0045724594025364,-0.0045829450707677,0.0086297101051518,0.1369924009488764,0.0502703780686861,0.0887872693698059,91.9971092224121,90.7923110961914,86.01942962646484,0.0211214731403992,94.37173461914062,-0.0045724594025364,0.0,Intermediate / Bull,1.0,1.0,-0.0045724594025364,-0.0045724594025364,0.9971598160242274,1.0543751583647918
2010-12-16,94.48526000976562,94.55339050385022,93.67530007046892,94.00079831384454,185035200,0.0058019482441753,0.0057851817633714,0.008646862983205,0.137264694446464,0.0558281343487303,0.1005113260665393,92.24691009521484,90.92538665771484,86.07153827667236,0.0242647684593491,94.48526000976562,0.0,0.0,Intermediate / Bull,1.0,1.0,0.0058019482441753,0.0058019482441753,1.0029452856679715,1.0604925884635685
2010-12-17,94.58647918701172,94.70822867250516,94.22121911930768,94.41906856454789,141075300,0.0010712694999794,0.0010706961002825,0.0081789465931657,0.1298367520319729,0.0416281968007019,0.1106996061372105,92.43591537475588,91.0626057434082,86.1181452178955,0.0232654569767281,94.58647918701172,0.0,1.0,Low-Volatility / Bull,1.0,1.0,0.0010712694999794,0.0010712694999794,1.0040197103626558,1.0616286618285438
2010-12-20,94.81478118896484,95.04306950402729,94.34299385273492,94.84522001801405,119085500,0.0024136853799341,0.0024107771201867,0.0081778222083794,0.1298189029768377,0.0412777064138778,0.0908841695361024,92.62384490966797,91.1945504760742,86.16581909179688,0.0236541279562902,94.81478118896484,0.0,1.0,Low-Volatility / Bull,1.0,1.0,0.0024136853799341,0.0024136853799341,1.0064430980587238,1.0641910994085184
2010-12-21,95.4159164428711,95.47679408912954,95.02022335341492,95.1115340171907,94965500,0.0063401006295442,0.006320086740385,0.0082017413585017,0.1301986077136117,0.0487512951786315,0.1030843943214552,92.84561576843262,91.3368524169922,86.2157894897461,0.0276835976924219,95.4159164428711,0.0,1.0,Low-Volatility / Bull,1.0,1.0,0.0063401006295442,0.0063401006295442,1.0128240485783264,1.0709381780678338
2010-12-22,95.71269989013672,95.74313871713908,95.43115090018703,95.484417396038,78878100,0.0031104186631516,0.0031055913184732,0.0071737742231036,0.1138801353363474,0.0674668747383504,0.1026553457745251,93.1480812072754,91.47964019775392,86.26534084320069,0.0275327054473024,95.71269989013672,0.0,1.0,Low-Volatility / Bull,1.0,1.0,0.0031104186631516,0.0031104186631516,1.0159743554015133,1.0742692441639776
2010-12-23,95.57569122314452,95.71266298904068,95.33979766183856,95.6061300384115,70053700,-0.001431457551082,-0.0014324830652124,0.0067090410747906,0.1065027253176809,0.0504201455191926,0.1030005711658872,93.3774627685547,91.60591079711914,86.31241607666016,0.0235413170310523,95.71269989013672,-0.001431457551082,1.0,Low-Volatility / Bull,1.0,1.0,-0.001431457551082,-0.001431457551082,1.014520031238768,1.072731473342524
2010-12-27,95.61377716064452,95.70508783518336,95.14959521303032,95.21807821893442,58126000,0.0003984897939275,0.0003984104179559,0.005860786903754,0.0930371078068646,0.0632220773838485,0.1067274086926788,93.66173553466795,91.73990676879885,86.35964443206787,0.0208413992633527,95.71269989013672,-0.001033538178379,1.0,Low-Volatility / Bull,1.0,1.0,0.0003984897939275,0.0003984897939275,1.0149243071169518,1.0731589458862758
2010-12-28,95.75076293945312,95.84207362730592,95.4996469366311,95.80402944257172,55309100,0.0014326991661299,0.0014316738318931,0.005872462759563,0.0932224562717512,0.0615284613084627,0.1036713286713286,93.93923149108886,91.8730093383789,86.40744583129883,0.0192840777980614,95.75076293945312,0.0,1.0,Low-Volatility / Bull,1.0,1.0,0.0014326991661299,0.0014326991661299,1.0163783883254434,1.074696459813172
2010-12-29,95.81924438476562,96.03231039374766,95.80402787224403,95.864905533557,58033100,0.0007152052183208,0.0007149495809501,0.0055441440101637,0.0880105577017301,0.068294362976742,0.112811049340552,94.24551010131836,91.99870056152344,86.45215648651123,0.0166982414520906,95.81924438476562,0.0,1.0,Low-Volatility / Bull,1.0,1.0,0.0007152052183208,0.0007152052183208,1.0171053074525622,1.0754650883293413
2010-12-30,95.6669921875,95.97897983368034,95.52240928978183,95.72786980818232,76616900,-0.0015889521801513,-0.0015902159035081,0.0036994566413208,0.0587270535540076,0.0443858384295245,0.0891168776122099,94.44879989624025,92.14481307983398,86.49353130340576,0.0128979118061642,95.81924438476562,-0.0015889521801513,1.0,Low-Volatility / Bull,1.0,1.0,-0.0015889521801513,-0.0015889521801513,1.015489175756842,1.0737562257325637
2010-12-31,95.68985748291016,95.78117394985244,95.37025855702976,95.5224468629885,91218900,0.0002390092432857,0.0002389806851269,0.0027427156814168,0.0435392616599169,0.031423723271698,0.089471057260059,94.59456596374513,92.27412399291993,86.535244140625,0.0115787995642882,95.81924438476562,-0.0013503227111237,1.0,Low-Volatility / Bull,1.0,1.0,0.0002390092432857,0.0002390092432857,1.0157318870563046,1.0740128633955495
2011-01-03,96.6791000366211,97.09762078578376,95.65180863955858,96.42037294668457,138725200,0.0103380084340454,0.0102849366822798,0.003370939818453,0.0535120106651522,0.0392884078943094,0.1020635116660115,94.7773048400879,92.41928359985351,86.58411403656005,0.0200659345582994,96.6791000366211,0.0,1.0,Low-Volatility / Bull,1.0,1.0,0.0103380084340454,0.0103380084340454,1.0262325318714216,1.085116017435606
2011-01-04,96.6258316040039,96.92260286210433,96.02467793088437,96.89216404004124,137409700,-0.0005509818833336,-0.0005511337296305,0.0033490899894413,0.0531651553826264,0.0398158979519185,0.0953130932252861,94.96230125427246,92.56004730224608,86.63039440155029,0.0175177973549436,96.6791000366211,-0.0005509818833336,1.0,Low-Volatility / Bull,1.0,1.0,-0.0005509818833336,-0.0005509818833336,1.0256670963382728,1.084518138168684
2011-01-05,97.1280746459961,97.18895230077244,96.23014955768944,96.32146603985396,133975300,0.0051978133968408,0.0051843513932915,0.0034074054356254,0.0540908843918078,0.0446251955066276,0.09996798794515,95.16976127624513,92.7055564880371,86.6761135482788,0.0205770545548251,97.1280746459961,0.0,1.0,Low-Volatility / Bull,1.0,1.0,0.0051978133968408,0.0051978133968408,1.0309983225123187,1.090155261076374
2011-01-06,96.93785095214844,97.2726722983136,96.64869075675988,97.16613928919078,122519000,-0.0019584831115099,-0.0019604034472653,0.0035098605674152,0.0557173091873574,0.0387732410694285,0.0944363490495396,95.3506763458252,92.84695861816408,86.72301742553711,0.0166456565086834,97.1280746459961,-0.0019584831115099,1.0,Low-Volatility / Bull,1.0,1.0,-0.0019584831115099,-0.0019584831115099,1.0289791297096833,1.0880202104086323
2011-01-07,96.74756622314452,97.22696453436096,95.9942243610585,97.0671650972888,156034600,-0.0019629559262442,-0.001964885049164,0.0035792576115871,0.0568189531109684,0.0327134450593775,0.0838586570505233,95.50391082763672,92.98970184326171,86.76968170166016,0.0130220363200868,97.1280746459961,-0.003917594621724,1.0,Low-Volatility / Bull,1.0,1.0,-0.0019629559262442,-0.0019629559262442,1.026959289029038,1.0858844746887373
2011-01-10,96.6258316040039,96.76280340048191,96.03228328219136,96.32144918898476,122401700,-0.001258270609721,-0.0012590628968621,0.003490768905944,0.0554142384571501,0.0254479888575833,0.0867338651446658,95.6238063812256,93.12970825195312,86.81599956512451,0.0104788259398869,97.1280746459961,-0.0051709358372717,1.0,Low-Volatility / Bull,1.0,1.0,-0.001258270609721,-0.001258270609721,1.0256670963382728,1.0845181381686841
2011-01-11,96.96823120117188,97.20412474948488,96.60297124369713,96.975842355972,110287000,0.0035435617110257,0.0035372980888856,0.0035237438082186,0.0559376988027007,0.0284210737547756,0.0883611951180101,95.7577953338623,93.27519943237304,86.86125679016114,0.0126405987427899,97.1280746459961,-0.0016456976564891,1.0,Low-Volatility / Bull,1.0,1.0,0.0035435617110257,0.0035435617110257,1.029301610989116,1.0883611951180117
2011-01-12,97.84335327148438,97.94988624351812,96.99108368960302,97.56180433351447,107929200,0.0090248327671045,0.0089843523343327,0.0039091231148874,0.0620554056379583,0.0367866360235327,0.0927983407595252,95.93137626647948,93.43758865356445,86.91058986663819,0.0199306741904106,97.84335327148438,0.0,1.0,Low-Volatility / Bull,1.0,1.0,0.0090248327671045,0.0090248327671045,1.038590885895204,1.0981834728941577
2011-01-13,97.6835479736328,97.92705854460932,97.44004901387945,97.881403215357,129048400,-0.0016332769933605,-0.0016346122443169,0.0037063362580035,0.0588362640831547,0.0398479387486312,0.1055006514155389,96.11854248046876,93.58255004882812,86.96062252044678,0.0162820352116979,97.84335327148438,-0.0016332769933605,1.0,Low-Volatility / Bull,1.0,1.0,-0.0016332769933605,-0.0016332769933605,1.0368945792957576,1.096389835093391
2011-01-14,98.3912582397461,98.41408590850877,97.47811665556422,97.54659966185218,117677900,0.0072449279412363,0.0072188095256223,0.0037979306823465,0.0602902804929041,0.0413397627267655,0.1027404551882804,96.31384239196775,93.73439834594728,87.01119636535644,0.0215692344546267,98.3912582397461,0.0,1.0,Low-Volatility / Bull,1.0,1.0,0.0072449279412363,0.0072449279412363,1.044406805805414,1.1043331004441466
2011-01-18,98.5586929321289,98.6500036294584,98.18582156598671,98.2999599376486,114401300,0.0017017232564993,0.0017002769660367,0.003792128969532,0.0601981811571926,0.0419955767384419,0.1021858513276405,96.51245307922365,93.85462371826172,87.05901027679444,0.0212018220200618,98.5586929321289,0.0,1.0,Low-Volatility / Bull,1.0,1.0,0.0017017232564993,0.0017017232564993,1.0461840971560992,1.1062123697640944
2011-01-19,97.59223175048828,98.57385610711088,97.3335104919952,98.47494010311202,151958400,-0.0098059456034604,-0.0098543405198826,0.0046258772688892,0.0734335250939257,0.0292934342799147,0.0893492080686522,96.6513256072998,93.94855575561525,87.1009428024292,0.0097350567855782,98.5586929321289,-0.0098059456034604,1.0,Low-Volatility / Bull,1.0,1.0,-0.0098059456034604,-0.0098059456034604,1.0359252728081811,1.0953649114403128
2011-01-20,97.46287536621094,97.70637432268572,96.73996643098413,97.37155890332428,175745700,-0.0013254782881496,-0.0013263575115093,0.0045160658078436,0.0716903221917384,0.0214530132880443,0.0846971452035727,96.7536735534668,94.04338333129884,87.1447764968872,0.007329972978775,98.5586929321289,-0.011118426323618,1.0,Low-Volatility / Bull,1.0,1.0,-0.0013254782881496,-0.0013254782881496,1.0345521763509284,1.0939130290325978
2011-01-21,97.6835479736328,98.29231278985095,97.57701500163638,98.07164149472372,151462900,0.0022641709121828,0.0022616115397328,0.0044998929821282,0.0714335865426972,0.0205912912890171,0.0869700644656297,96.8522159576416,94.15594650268557,87.18817722320557,0.0085835105348006,98.5586929321289,-0.0088794294289064,1.0,Low-Volatility / Bull,1.0,1.0,0.0022641709121828,0.0022641709121828,1.0368945792957578,1.0963898350933914
