regime,label,observations,annualized_return,annualized_volatility,average_momentum,average_confidence,sharpe_approx
0,Intermediate,1080,0.13541602155248322,0.1469873626240583,0.010485047036187684,0.9437440357478738,0.9212766263371195
1,Low-Volatility / Bull,1240,0.16996610113464558,0.09006821027694283,0.024058913445824136,0.9599314854878186,1.8870820305192226
2,High-Volatility / Stress,661,0.1327919086597832,0.29690461718026107,-0.011098818373132494,0.9728817608849624,0.44725444124420816
