regime,observations,avg_daily_return,daily_volatility,avg_20d_volatility,avg_momentum,avg_drawdown,annualized_return,annualized_volatility,sharpe_approx
0,1429,0.0006722272773107663,0.009397192003792219,0.009321928248769146,0.005166020666105093,-0.034819288409922586,0.1694012738823131,0.14917579838615372,1.1355814798041441
1,1835,0.0008560645692468237,0.005449195415452955,0.005560394757845273,0.027242957925958367,-0.009095818069744695,0.21572827145019957,0.08650329548809087,2.493873444161436
2,717,-0.00019865597924217406,0.01957163316838589,0.017787714453729207,-0.014561945436576932,-0.11195738649441132,-0.05006130676902786,0.3106900446895932,-0.16112942022021828
