Regime,Active Days,Average Daily Return,Annualized Sharpe,Hit Rate
0,1026,-0.0008120173315593987,-1.3351650476175396,0.4756335282651072
1,1829,0.0005959032098882597,1.722702118376103,0.5565882996172772
2,178,0.004868289608136318,3.0891194274268994,0.5786516853932584
