threshold_percent,unfiltered_sharpe,filtered_sharpe,sharpe_improvement,unfiltered_hit_rate,filtered_hit_rate,hit_rate_improvement,unfiltered_max_drawdown,filtered_max_drawdown,unfiltered_active_days,filtered_active_days
1.0,0.5210337947599027,0.6530441023356552,0.1320103075757525,0.5116918844566712,0.5462962962962963,0.03460441183962504,-0.2094272392035369,-0.14035336035138202,727,324
1.5,0.5250892407866409,0.6255724377084955,0.10048319692185459,0.5358166189111748,0.5598086124401914,0.023991993529016598,-0.15688450909973428,-0.11071841698687279,349,209
2.0,0.6488465781360824,0.7760052607749179,0.12715868263883556,0.5621301775147929,0.6171875,0.055057322485207116,-0.15780269215419185,-0.11869826594188027,169,128
2.5,0.6388611178920353,0.7418963967037311,0.10303527881169583,0.5833333333333334,0.6190476190476191,0.0357142857142857,-0.15856026166520987,-0.14046563310887994,96,84
3.0,0.3902209509173105,0.5114580450257524,0.12123709410844191,0.5357142857142857,0.5769230769230769,0.04120879120879117,-0.10410047465675043,-0.09567732145209462,56,52
